"RE_G alpha (i) signalling events"	"GO_regulation of cell shape"	"GO_cell chemotaxis"	"RE_Translocation of ZAP-70 to Immunological synapse"	"KG_Hepatitis B"	"RE_Phosphorylation of CD3 and TCR zeta chains"	"KG_Herpes simplex infection"	"GO_antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"	"GO_antigen processing and presentation"	"KG_T cell receptor signaling pathway"	"KG_Rheumatoid arthritis"	"RE_PD-1 signaling"	"GO_interferon-gamma-mediated signaling pathway"	"GO_chemotaxis"	"KG_Neuroactive ligand-receptor interaction"	"KG_Intestinal immune network for IgA production"	"KG_Neurotrophin signaling pathway"	"GO_signal transduction"	"RE_Chemokine receptors bind chemokines"	"KG_GnRH signaling pathway"	"KG_ErbB signaling pathway"	"KG_Calcium signaling pathway"	"KG_Viral myocarditis"	"KG_Epithelial cell signaling in Helicobacter pylori infection"	"KG_MAPK signaling pathway"	"GO_peptidyl-threonine phosphorylation"	"RE_Interferon gamma signaling"	"KG_Signaling pathways regulating pluripotency of stem cells"	"KG_PI3K-Akt signaling pathway"	"KG_Colorectal cancer"	"KG_Chagas disease (American trypanosomiasis)"	"KG_Fc epsilon RI signaling pathway"	"KG_Leishmaniasis"	"GO_regulation of cell proliferation"	"KG_Allograft rejection"	"KG_Hepatitis C"	"KG_Autoimmune thyroid disease"	"KG_Inflammatory mediator regulation of TRP channels"	"KG_Osteoclast differentiation"	"KG_Type I diabetes mellitus"	"GO_positive regulation of protein phosphorylation"	"KG_Pancreatic cancer"	"KG_NF-kappa B signaling pathway"	"KG_Sphingolipid signaling pathway"	"KG_Graft-versus-host disease"	"KG_Asthma"	"GO_cellular response to tumor necrosis factor"	"GO_positive regulation of MAPK cascade"	"GO_positive regulation of neuron projection development"	"KG_Pathways in cancer"	"RE_Generation of second messenger molecules"	"GO_positive regulation of cytosolic calcium ion concentration"	"GO_negative regulation of apoptotic process"	"GO_receptor-mediated endocytosis"	"BC_Keratinocyte Differentiation"	"BC_Bioactive Peptide Induced Signaling Pathway"	"GO_positive regulation of cell migration"	"GO_leukocyte migration"	"GO_viral entry into host cell"	"KG_Toll-like receptor signaling pathway"	"KG_TNF signaling pathway"	"KG_Tuberculosis"	"KG_Epstein-Barr virus infection"	"KG_FoxO signaling pathway"	"KG_Cytokine-cytokine receptor interaction"	"KG_Toxoplasmosis"	"GO_positive regulation of ERK1 and ERK2 cascade"	"GO_signal transduction by protein phosphorylation"	"GO_T cell costimulation"	"BC_MAPKinase Signaling Pathway"	"KG_Influenza A"	"GO_cell surface receptor signaling pathway"	"GO_adaptive immune response"	"GO_B cell receptor signaling pathway"	"KG_Chemokine signaling pathway"	"GO_G-protein coupled receptor signaling pathway"	"GO_chemokine-mediated signaling pathway"	"RE_Removal of licensing factors from origins"	"RE_Assembly of the pre-replicative complex"	"RE_Association of licensing factors with the pre-replicative complex"	"BC_CDK Regulation of DNA Replication"	"RE_CDC6 association with the ORC:origin complex"	"RE_E2F-enabled inhibition of pre-replication complex formation"	"RE_Assembly of the ORC complex at the origin of replication"	"RE_Activation of the pre-replicative complex"	"RE_Activation of ATR in response to replication stress"	"GO_transport"	"RE_Mitochondrial ABC transporters"	"KG_Bile secretion"	"GO_cytoplasmic microtubule organization"	"KG_Chemical carcinogenesis"	"KG_Tyrosine metabolism"	"RE_Ethanol oxidation"	"KG_Metabolism of xenobiotics by cytochrome P450"	"GO_RNA methylation"	"RE_mRNA Splicing - Major Pathway"	"KG_Spliceosome"	"RE_FCERI mediated NF-kB activation"	"GO_ubiquitin-dependent protein catabolic process"	"RE_Nuclear import of Rev protein"	"RE_Rev-mediated nuclear export of HIV RNA"	"RE_tRNA processing in the nucleus"	"KG_Ubiquitin mediated proteolysis"	"RE_Nuclear Pore Complex (NPC) Disassembly"	"RE_Vpr-mediated nuclear import of PICs"	"RE_Regulation of Glucokinase by Glucokinase Regulatory Protein"	"GO_protein ubiquitination"	"GO_DNA recombination"	"GO_DNA repair"	"KG_RNA transport"	"GO_protein dephosphorylation"	"GO_protein deubiquitination"	"GO_tRNA methylation"	"GO_peptidyl-lysine methylation"	"KG_Metabolic pathways"	"GO_DNA duplex unwinding"	"RE_Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus"	"RE_Gamma-carboxylation of protein precursors"	"RE_Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	"RE_Removal of aminoterminal propeptides from gamma-carboxylated proteins"	"GO_peptidyl-glutamic acid carboxylation"	"RE_Intrinsic Pathway of Fibrin Clot Formation"	"RE_Activation of Matrix Metalloproteinases"	"GO_extracellular matrix disassembly"	"KG_Staphylococcus aureus infection"	"GO_protein processing"	"GO_blood coagulation"	"GO_blood coagulation, intrinsic pathway"	"GO_fibrinolysis"	"GO_signal peptide processing"	"BC_Intrinsic Prothrombin Activation Pathway"	"BC_Platelet Amyloid Precursor Protein Pathway"	"BC_Complement Pathway"	"GO_positive regulation of fibrinolysis"	"GO_zymogen activation"	"BC_Acute Myocardial Infarction"	"RE_Role of LAT2/NTAL/LAB on calcium mobilization"	"GO_Fc-gamma receptor signaling pathway involved in phagocytosis"	"RE_Regulation of actin dynamics for phagocytic cup formation"	"RE_Scavenging of heme from plasma"	"GO_homophilic cell adhesion via plasma membrane adhesion molecules"	"GO_heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules"	"GO_cell adhesion"	"RE_FCERI mediated Ca+2 mobilization"	"RE_Nectin/Necl  trans heterodimerization"	"GO_phagocytosis, engulfment"	"GO_cell recognition"	"RE_Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	"GO_mRNA splicing, via spliceosome"	"RE_Initial triggering of complement"	"GO_complement activation"	"GO_positive regulation of B cell activation"	"GO_phagocytosis, recognition"	"RE_Cell surface interactions at the vascular wall"	"RE_FCERI mediated MAPK activation"	"GO_complement activation, classical pathway"	"RE_Fc epsilon receptor (FCERI) signaling"	"RE_Classical antibody-mediated complement activation"	"RE_FCGR activation"	"RE_CD22 mediated BCR regulation"	"RE_Role of phospholipids in phagocytosis"	"KG_ABC transporters"	"GO_transmembrane transport"	"KG_Cell adhesion molecules (CAMs)"	"GO_regulation of immune response"	"RE_Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	"GO_inflammatory response"	"GO_innate immune response"	"GO_intracellular signal transduction"	"GO_peptidyl-tyrosine autophosphorylation"	"GO_transmembrane receptor protein tyrosine kinase signaling pathway"	"GO_immune response"	"GO_peptidyl-serine phosphorylation"	"GO_peptidyl-tyrosine phosphorylation"	"GO_peptidyl-tyrosine dephosphorylation"	"GO_methylation"	"GO_rRNA methylation"	"GO_RNA secondary structure unwinding"	"GO_proteolysis"	"KG_Complement and coagulation cascades"	"GO_protein phosphorylation"	"GO_protein autophosphorylation"
"dsDNA.Poxviridae"	0	0	0.2	0	0	0	0.8	0.7	0.6	0.7	0	0	0.2	0	0.4	1.4	1.3	0	0	1.5	1.1	0.9	0.8	3.4	2.9	2.9	0	0	0.1	0	0.4	0.2	0.7	0.6	0.4	1.5	1.1	1.2	1.1	0	0	0	0	0.3	0.2	0.2	0	0	0	0	0	0.4	0	0	2.6	2.1	2.3	1.3	1.7	2.1	1.8	2.4	2.4	1.3	1.3	3.6	3.3	3.4	4.5	4.2	6.4	5.3	3.2	2.6	0.5	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	3.3	0	0	0	0.1	0	0	0	0.3	0	0	0	0	2.4	0	0	0	0	0	1.1	0	8.3	7.1	0	4.5	3.6	4.1	9.2	8.1	6.5	10	10	10	0	0	1.4	0	0	10	10
"dsDNA.Herpesviridae"	4.3	4.2	4.2	3.7	3.7	3.9	4.3	4.3	4.2	3.9	4.7	4.6	4.6	5	4.4	6.2	5.8	6.5	6.3	5.3	5.3	4.9	4.7	4.6	4.2	6	3.4	3.4	3.2	3.2	3.2	3.1	3.3	3.4	3.5	3.4	3.3	2.9	2.7	2.6	2.6	2.6	2.7	2.6	2.9	2.9	2.9	2.4	2.4	2.5	2.3	2.2	2	2.4	3.2	3	2.4	3.3	1.8	8.5	8.2	7.9	7.3	7.7	7.3	7.3	7.3	6.7	7.5	6.7	8.1	8.6	10	9.1	9.6	9.3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5.1	4.8	3.5	3.5	3	5	5.5	1.7	1.4	2.6	1.7	2.2	0	7.7	5.5	5.2	4.7	6	6.2	9.3	6.9	7.2	9.5	6.2	4.1	2.8	1.6	10	10	10	10	10	10	10	10	10	10	10	0	0	0	4.7	0	0	10	10
"dsDNA.Adenoviridae"	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	2.7	2	0	0	0	0	0	0	0	0	0	0.4	0	0	0	2.7	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	3.9	2.5	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7.5	8.4	7.8	10	8.9	8.3	5.4	5.1	5.5	6.9	6.3	6.4	7.6	5.6	4.3	4	3.7	5.2	8	10	10	10	10	10	9.3	4.6	10	10	10	0	0.3	0	0	0.2	6.8	0	0	0	0	0	0	0	0	0	0
"ssDNA.Circoviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	3.5	3.2	3.3	3.8	3.8	4.3	2.3	2.3	3.4	2.7	4.6	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"p_ssRNA.Hepeviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	1.6	0	0	0	0	0	0	0	0	0	0	4.3	3.4	1.5	0	0	0	0	0	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7	0	0	0	0
"p_ssRNA.Togaviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.5	0	0	0	0	0	0	0	0	0	0	3.8	2.8	2.4	0	0	0	0	0	6.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
"n_ssRNA.Pneumoviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	3.5	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0
"n_ssRNA.Filoviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	2.7	6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0
"n_ssRNA.Rhabdoviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.4	2.6	3.9	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	2.6	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8.7	0	0	0	0	0
"ssDNA.Parvoviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.5	2.3	2.8	2.7	2.7	2.9	1.7	1.7	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
