O00187	242	249	97.18875502008032
O43240	242	249	97.18875502008032
P00736	242	249	97.18875502008032
P00738	242	249	97.18875502008032
P00740	242	249	97.18875502008032
P00746	242	249	97.18875502008032
P00747	242	249	97.18875502008032
P00749	242	249	97.18875502008032
P00750	242	249	97.18875502008032
P03951	242	249	97.18875502008032
P03952	242	249	97.18875502008032
P04070	242	249	97.18875502008032
P06870	242	249	97.18875502008032
P07288	242	249	97.18875502008032
P08246	242	249	97.18875502008032
P08311	242	249	97.18875502008032
P08709	242	249	97.18875502008032
P09871	242	249	97.18875502008032
P14210	242	249	97.18875502008032
P20151	242	249	97.18875502008032
P20160	242	249	97.18875502008032
P20231	242	249	97.18875502008032
P20718	242	249	97.18875502008032
P24158	242	249	97.18875502008032
P49862	242	249	97.18875502008032
P51124	242	249	97.18875502008032
P53816	242	249	97.18875502008032
Q15661	242	249	97.18875502008032
Q16651	242	249	97.18875502008032
Q5JP69	242	249	97.18875502008032
Q6UWY2	242	249	97.18875502008032
Q9UL19	242	249	97.18875502008032
Q9UL52	242	249	97.18875502008032
Q9Y337	242	249	97.18875502008032
Q9Y5K2	242	249	97.18875502008032
Q9Y5Y6	242	249	97.18875502008032
P00751	241	249	96.78714859437751
O60259	239	249	95.98393574297188
P48740	239	249	95.98393574297188
Q92743	239	249	95.98393574297188
P26927	233	249	93.57429718875501
P06681	230	249	92.3694779116466
Q53HP3	230	249	92.3694779116466
Q9Y230	218	249	87.55020080321285
Q6PIW4	216	249	86.74698795180723
Q9Y265	216	249	86.74698795180723
O14656	215	249	86.34538152610442
O43913	213	249	85.54216867469879
P83110	195	249	78.3132530120482
P00742	181	249	72.69076305220884
P00748	181	249	72.69076305220884
P07477	181	249	72.69076305220884
P10144	181	249	72.69076305220884
P12544	181	249	72.69076305220884
P35030	181	249	72.69076305220884
P98073	181	249	72.69076305220884
Q04756	181	249	72.69076305220884
Q92876	181	249	72.69076305220884
Q99895	181	249	72.69076305220884
Q5JTV8	136	249	54.61847389558233
Q9BW62	112	249	44.97991967871486
Q9UBP0	112	249	44.97991967871486
Q9NWW9	111	249	44.57831325301205
O75351	108	249	43.373493975903614
Q15645	108	249	43.373493975903614
Q9UQ90	107	249	42.971887550200805
O15381	106	249	42.570281124497996
O43929	106	249	42.570281124497996
Q8NFQ8	103	249	41.365461847389554
Q13415	76	249	30.522088353413658
P22891	73	249	29.31726907630522
P23946	73	249	29.31726907630522
P49863	72	249	28.915662650602407
Q9UBD5	63	249	25.301204819277107
P00734	46	249	18.473895582329316
P05981	32	249	12.851405622489958
P05156	27	249	10.843373493975903
O43464	18	249	7.228915662650602
Q06609	4	249	1.6064257028112447
Q14565	4	249	1.6064257028112447
O43290	3	249	1.2048192771084338
