Q9Y230	12	19	63.1578947368421
Q9Y265	12	19	63.1578947368421
O14656	9	19	47.368421052631575
O43913	9	19	47.368421052631575
Q6PIW4	9	19	47.368421052631575
O43929	1	19	5.263157894736842
O75351	1	19	5.263157894736842
O95255	1	19	5.263157894736842
Q03518	1	19	5.263157894736842
Q13415	1	19	5.263157894736842
Q15645	1	19	5.263157894736842
Q5JTV8	1	19	5.263157894736842
Q8NFQ8	1	19	5.263157894736842
Q9BW62	1	19	5.263157894736842
Q9H221	1	19	5.263157894736842
Q9H222	1	19	5.263157894736842
Q9NP58	1	19	5.263157894736842
Q9UBD5	1	19	5.263157894736842
Q9UBP0	1	19	5.263157894736842
Q9UNQ0	1	19	5.263157894736842
Q9UQ90	1	19	5.263157894736842
Q03519	1	19	5.263157894736842
Q9NUT2	1	19	5.263157894736842
Q8NE71	1	19	5.263157894736842
Q9NRK6	1	19	5.263157894736842
P08183	1	19	5.263157894736842
P13569	1	19	5.263157894736842
